-4.258211038487176125e+01,8.792017301937786300e+00,-1.284739995248594369e+02,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-7.188882803342541532e-03,3.341164017325063350e-04,4.699879677995444957e-04,2.223298992823491676e-04,1.100000000000000000e+01
-3.731308024239348953e+01,-1.881644779823948355e+01,-1.139950613065702072e+02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.895672230607230620e-03,7.522505614744323665e-04,3.215817815556961203e-04,1.346852369143770889e-04,1.000000000000000000e+01
-3.213394027754502247e+01,-2.498267373519288270e+01,-9.965376734437695916e+01,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.339795910693402454e-04,5.969164587967509860e-04,2.200722947375937906e-04,8.412502031759733440e-05,1.100000000000000000e+01
-3.223563230125888879e+01,2.491696461897397086e+01,-9.964009848892278853e+01,2.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.140616395341512761e-03,-1.126801526951859509e-03,1.752623348046252708e-04,2.187909058128159059e-04,1.000000000000000000e+01
-2.696271408632765443e+01,-2.938108081270736349e+01,-8.531591327584361295e+01,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.616218939369546161e-03,7.748802401893966187e-04,2.659817267708877069e-04,1.673964405028857086e-04,1.100000000000000000e+01
-2.708367510816405854e+01,2.964979258893653480e+01,-8.529946874012726710e+01,3.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.330412282229340635e-03,1.342941775354807271e-04,3.684124510516570525e-04,1.403139529719119505e-04,1.100000000000000000e+01
-2.179458410056364315e+01,-3.226849113071620678e+01,-7.097763831112791877e+01,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.475063005537104828e-03,8.458899238134536371e-05,1.980675371209131080e-04,6.586107412047922970e-05,1.100000000000000000e+01
-2.192740332289413985e+01,3.254936986008107169e+01,-7.095958166434810721e+01,4.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-1.790505356708731090e-03,5.253348121002744198e-04,3.631271000055399088e-04,8.684616166293289289e-05,1.100000000000000000e+01
-1.662698073611066718e+01,-3.489890199988931840e+01,-5.663929175274655137e+01,5.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.133022624138130565e-03,4.086766399772042758e-05,2.652827299210775043e-04,1.499305409222267114e-04,1.100000000000000000e+01
-1.677060696542334028e+01,3.519294768024526121e+01,-5.661976590366000295e+01,5.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.873251893994427221e-04,3.063189819197448716e-04,3.039282616231747517e-04,1.001007023193767890e-04,1.100000000000000000e+01
-1.146181785185857649e+01,-3.633831542326729647e+01,-4.230061342204751185e+01,6.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.701764488289646726e-03,-1.055186813561799584e-03,1.440410461845755853e-04,1.183025342624205114e-04,1.100000000000000000e+01
-1.161202992122448308e+01,3.696752736409709428e+01,-4.228019223427796192e+01,6.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.431701977940917549e-03,3.709468711588957761e-05,2.974301504950282809e-04,2.302470518470122178e-04,1.100000000000000000e+01
-6.296652928495624302e+00,-3.777872884452396107e+01,-2.796193535992225421e+01,7.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.101945024073291979e-03,-9.726150594128482553e-04,1.955491822497622322e-04,1.390289985830486319e-04,1.100000000000000000e+01
-6.451807451566692997e+00,3.793910877004588400e+01,-2.794084225027873813e+01,7.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.369893349027434082e-04,-3.017565916374879997e-04,2.640509041572461379e-04,1.240743714094031292e-04,1.100000000000000000e+01
-1.133135490701742354e+00,-3.841514399004473290e+01,-1.362303333383901638e+01,8.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.961928256743914301e-03,-1.754107681811864321e-03,1.814041435987128359e-04,1.301094607340683260e-04,1.100000000000000000e+01
-1.289634123425349665e+00,3.842900088926636215e+01,-1.360209269674605892e+01,8.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.391186278884707517e-04,-3.097887371143137831e-04,2.475887806850114573e-04,9.252357978070414055e-05,1.000000000000000000e+01
9.191264233222030455e+00,-3.840197703904955517e+01,1.505512898523027765e+01,9.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.105716574406387612e-03,-1.397205314375432042e-03,1.425645583556998366e-04,1.755599369262654302e-04,1.100000000000000000e+01
9.033804461221315307e+00,3.844085816283627111e+01,1.507653549127030601e+01,9.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,9.356897662472093112e-04,-1.761186264851141486e-04,1.274289999140980681e-04,8.044715855614732139e-05,1.100000000000000000e+01
1.435214651535055630e+01,-3.775239494253623462e+01,2.939438925821656667e+01,1.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.122583630457500935e-04,-6.481526409267287202e-04,1.208776873938720493e-04,1.277271151172054329e-04,1.100000000000000000e+01
1.419666413465393973e+01,3.812544232889632667e+01,2.941552693979207689e+01,1.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,-2.616766743795719431e-03,1.183334780358742791e-04,3.385637176260321702e-04,1.606595165072900711e-04,1.100000000000000000e+01
1.951171122064708996e+01,-3.645981422500661751e+01,4.373382866465431107e+01,1.100000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.885357062478722590e-03,-1.102260077817198520e-03,1.616335372469162820e-04,1.755451448119359215e-04,1.100000000000000000e+01
1.936215691564244423e+01,3.652502925077695295e+01,4.375416042998531907e+01,1.100000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,2.109273292226866237e-04,-5.699079483116875622e-04,2.991113688159755522e-04,1.807327939035632412e-04,1.100000000000000000e+01
2.467082103348746713e+01,-3.494523398355669741e+01,5.807332990464690425e+01,1.200000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.179994123809759543e-04,-1.615158830143847979e-04,2.144836705772580686e-04,1.080649140716242058e-04,1.100000000000000000e+01
2.451070105590349257e+01,3.493059456047288336e+01,5.804575135717180245e+01,1.200000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,-4.385204675620979486e-03,-3.544779777054817075e-05,2.978835263295088196e-04,1.178860543696787515e-04,1.100000000000000000e+01
2.981976013585239826e+01,-3.244934099159104335e+01,7.241516728944152703e+01,1.300000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.356025046606083077e-03,-4.352146128277833764e-04,4.184525409727641275e-04,7.276887065454663286e-05,5.000000000000000000e+00
2.968658397635993751e+01,3.245979224255605544e+01,7.242567712814047809e+01,1.300000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,-1.937786943833064157e-04,-3.559043450697130240e-04,2.219124098896656922e-04,7.316573547631463820e-05,2.000000000000000000e+00
3.498335640758666187e+01,-2.914207944984607224e+01,8.675310517050360204e+01,1.400000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.671325443133896028e-04,1.311786829630724261e-03,1.222496351814336560e-04,1.715554750759138770e-04,1.100000000000000000e+01
3.486272324337581807e+01,2.972879429493512049e+01,8.676950513428795375e+01,1.400000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,-2.801482797318642203e-04,2.597729638847664558e-04,2.368599679246957603e-04,1.892988930852087756e-04,1.100000000000000000e+01
4.013685779592274372e+01,-2.489050507821993108e+01,1.010933689091077525e+02,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.945554165264025501e-03,2.118813892619253458e-03,1.857873069433320270e-04,1.737121967846238266e-04,1.100000000000000000e+01
4.003406828298244591e+01,2.527238734180790303e+01,1.011073430454960231e+02,1.500000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,-3.109304714507957375e-03,5.009928709495429177e-05,2.820417370784112374e-04,2.319814478380936493e-04,1.100000000000000000e+01
4.518560643681409772e+01,1.957195454549416525e+01,1.153827359352537769e+02,1.600000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,-3.947569356092679976e-05,1.522363273929991151e-04,2.078360339829501144e-04,1.640559460443369181e-04,1.100000000000000000e+01
