0,4.051777334,0.241597306,4.191277065,0.175012586
17.1,4.040501739,0.263471057,4.152113567,0.066215892
23.83333333,4.078761985,0.171068386,4.144944005,0.124215956
26.31666667,4.000630694,0.396956636,4.130525847,0.159837954
30.83333333,4.016448893,0.334417731,4.141575628,0.15276248
37.36666667,4.066123985,0.210307154,4.19021198,0.029765914
38.61666667,4.007657241,0.37684799,4.171382941,0.093877982
43.51666667,4.092864005,0.148724191,4.158259444,0.16546446
55.76666667,4.070888639,0.196186316,4.163487014,0.157143252
56.41666667,4.019926413,0.353099991,4.169026959,0.150316173
73.9,4.107477868,0.115510866,4.178646592,0.253791207
73.9,4.107477868,0.115510866,4.178646592,0.253791207
75.5,4.145173582,0.006962567,4.206978594,0.169186611
75.5,4.145173582,0.006962567,4.206978594,0.169186611
81.58333333,4.156099166,-0.020138754,4.194220161,0.22676892
81.58333333,4.156099166,-0.020138754,4.194220161,0.22676892
85.91666667,4.119107237,0.084092753,4.181070318,0.258277358
85.91666667,4.119107237,0.084092753,4.181070318,0.258277358
87.2,4.124105231,0.06814283,4.225675909,0.133192022
87.2,4.124105231,0.06814283,4.225675909,0.133192022
90.75,4.131873197,0.047450834,4.258663421,0.05632152
90.75,4.131873197,0.047450834,4.258663421,0.05632152
93.96666667,4.130751659,0.052042365,4.224264578,0.153940471
113.6,4.195646546,-0.142687458,4.277872579,-0.046340587
114.3833333,4.168142525,-0.0662874,4.27214822,-0.025125457
121.95,4.095694195,0.14411008,4.181841846,0.174060408
128.05,4.101892761,0.12689184,4.18556776,0.163710646
130.3,4.103266456,0.099752883,4.115490466,0.144328365
130.9333333,4.09974001,0.118995913,4.124842887,0.116873271
135.3333333,4.126671972,0.058651158,4.127676839,0.134686151
136.3166667,4.105697709,0.117208227,4.125268168,0.14551012
136.65,4.12200517,0.071319266,4.134199071,0.122473433
139.9,4.131128014,0.049520786,4.135655565,0.129055881
140.2166667,4.11823033,0.087709525,4.131037689,0.14365469
140.4166667,4.125851518,0.066539558,4.210666873,0.141818078
140.9666667,4.122298727,0.074932273,4.201220363,0.171896367
141.4166667,4.120480932,0.080867391,4.149287141,0.167654846
141.45,4.11109464,0.108416575,4.148316146,0.173894811
143.1666667,4.124018669,0.06779282,4.168552752,0.133033953
145.7,4.09939,0.135024871,4.149283378,0.193055043
147.6833333,4.138993833,0.02737606,4.153773293,0.186487649
151.05,4.133412489,0.037270432,4.148944658,0.196652996
151.3666667,4.15396147,-0.012724561,4.165918267,0.158656199
155.2333333,4.120620184,0.06837617,4.176937941,0.112989288
156.2,4.150645783,-0.018275797,4.179203598,0.100200746
156.5166667,4.130002713,0.042313589,4.179899854,0.098857159
158.7666667,4.125159025,0.053111213,4.161228885,0.132416731
159.75,4.117466329,0.073298893,4.152900149,0.151418893
159.8333333,4.132795267,0.028651903,4.161518678,0.12423101
159.9,4.112137143,0.0872165,4.156343797,0.140967516
160.2333333,4.131948468,0.033661188,4.160050893,0.132736633
161.05,4.125426237,0.053845105,4.151161389,0.158020159
162.1166667,4.135866323,0.029863766,4.166475273,0.119319578
164.3166667,4.123066491,0.061285642,4.153216287,0.154083486
165.4,4.13788735,0.02070705,4.158218045,0.144618159
166.4166667,4.137439487,0.027560474,4.16161653,0.141377743
183.3666667,4.082179288,0.160394959,4.143002014,0.142010019
186.35,4.088381618,0.144347183,4.140262149,0.142830473
187.3166667,4.129878516,0.032916005,4.157943306,0.09371615
189.2333333,4.12205786,0.050506836,4.152132385,0.103953005
208.6333333,4.089036475,0.138099691,4.125859045,0.140621269
208.6666667,4.094305445,0.129368256,4.13900136,0.106771903
209.0666667,4.139641164,0.002845244,4.150412443,0.071236468
209.45,4.097150688,0.116150669,4.14583973,0.078624316
210.1166667,4.087275134,0.145649371,4.13736798,0.100976037
210.4,4.117838921,0.05632152,4.141413796,0.083833068
211.3666667,4.109615565,0.081526012,4.149535536,0.064224975
211.4,4.080162025,0.162750941,4.121749249,0.137866351
211.4333333,4.099239458,0.114776974,4.127447263,0.127057436
211.85,4.103910023,0.095308131,4.136539999,0.093238179
212.4666667,4.113108139,0.075662402,4.150818906,0.059479139
212.7166667,4.115275943,0.066983657,4.132019976,0.109041324
212.85,4.104497137,0.099877081,4.136524945,0.099184587
212.9166667,4.109401042,0.083893285,4.149938236,0.056611314
212.9833333,4.118907769,0.056600023,4.146513405,0.067600879
213.1,4.13296839,0.018723659,4.139532021,0.085812696
213.1166667,4.110308058,0.081669027,4.138835764,0.087156283
213.15,4.105419207,0.097020546,4.1333184,0.103663211
214.4,4.119724459,0.055512357,4.154288899,0.046592745
214.6666667,4.09962334,0.109282191,4.138101872,0.087423495
214.6666667,4.124605783,0.043134043,4.14491766,0.070852586
214.7833333,4.089318741,0.140858373,4.130141964,0.112191415
215.9,4.0891268,0.142277231,4.134966835,0.098198537
216.8666667,4.114602268,0.070035895,4.145252616,0.068741234
221.0833333,4.091987098,0.141712698,4.133600667,0.114393092
222.2666667,4.104862201,0.107129441,4.129050535,0.128803723
222.6166667,4.116344791,0.077890424,4.129385491,0.129349438
223.9833333,4.107304745,0.101525515,4.130627462,0.125013829
224,4.117981936,0.071571424,4.146069307,0.080938899
224.35,4.129332801,0.038565093,4.146152105,0.080118445
224.35,4.112656513,0.084002428,4.154695362,0.056091944
224.6833333,4.116277048,0.075421535,4.143028358,0.089090747
225.3833333,4.09456513,0.133075352,4.136378166,0.106677815
227.05,4.123544462,0.055824732,4.165572021,0.024402856
227.3833333,4.132524291,0.024090481,4.163445615,0.024700176
229.0833333,4.108990815,0.099794282,4.169964083,0.011316994
230.1,4.122076678,0.056359156,4.156215836,0.042716288
230.7833333,4.090952122,0.143997173,4.144236458,0.074220963
235.2666667,4.09619851,0.125585888,4.141703589,0.072990282
237.3166667,4.094090922,0.131735528,4.135934067,0.085473976
237.9833333,4.10251751,0.10862357,4.137424433,0.081334071
239.75,4.112189833,0.0796894,4.152870041,0.033115473
240.0833333,4.095257623,0.125247169,4.140980987,0.066140622
240.4166667,4.097154452,0.122635265,4.146509642,0.053145085
241.8,4.135294264,0.014034277,4.141643372,0.062234057
243.85,4.126837568,0.038410788,4.164326286,-0.001659725
245.2333333,4.114993677,0.074853239,4.145538646,0.051413852
248.7,4.116581895,0.069260604,4.144006881,0.053306917
252.1,4.113563528,0.076464038,4.153615224,0.017760191
254.45,4.118339473,0.068511658,4.153031873,0.022332904
255.4833333,4.116514151,0.072105848,4.168605442,-0.023288845
255.8333333,4.109088668,0.09302742,4.153987815,0.019382281
257.2,4.107090223,0.09592159,4.135437279,0.066483105
257.8833333,4.111881222,0.082022801,4.139230937,0.055945166
260.9166667,4.101960505,0.1081042,4.13313775,0.068737471
262.9166667,4.092525286,0.136379749,4.115001204,0.119707224
263.25,4.112039291,0.078040965,4.125994533,0.087103593
263.6,4.116962014,0.065252424,4.127530061,0.083723925
263.95,4.118712064,0.06216255,4.139065341,0.052271941
264.65,4.110247841,0.089512265,4.134150145,0.067401411
264.65,4.126679499,0.045049689,4.139607292,0.056080653
265.6833333,4.104643916,0.100355051,4.114910879,0.11818675
266.3833333,4.098832995,0.118563105,4.113909775,0.123034202
267.4333333,4.116412535,0.072388114,4.12862149,0.08571108
267.7833333,4.089898328,0.143086394,4.130081748,0.080178662
268.8166667,4.087636435,0.149074202,4.122099259,0.100580864
269.15,4.112370483,0.082730348,4.134549081,0.071902616
269.8333333,4.061468474,0.22914372,4.104625098,0.158272317
270.5166667,4.098618473,0.120930377,4.126009587,0.094442515
270.5166667,4.113085557,0.081924949,4.117044812,0.117573291
271.2,4.106687523,0.092906987,4.12715747,0.090073034
271.55,4.104429393,0.102722324,4.129886043,0.085741188
275.3166667,4.095867318,0.128867703,4.125697212,0.087634254
275.65,4.115516811,0.072809631,4.129611304,0.07469517
276,4.098328679,0.118487834,4.122648737,0.093445174
276.35,4.093421011,0.130644099,4.129513452,0.073490834
276.6833333,4.111143566,0.081119549,4.124022433,0.087562746
277.7166667,4.100741115,0.108834329,4.125749902,0.077450088
278.0333333,4.116096397,0.067066455,4.129494634,0.064981448
280.1166667,4.113638799,0.078616789,4.130202181,0.067149253
281.7666667,4.0871547,0.153364648,4.125012246,0.081860968
281.9333333,4.106258478,0.097641532,4.12397727,0.081488377
282,4.108851564,0.093686041,4.118422271,0.099575997
282.3333333,4.10129812,0.112010765,4.114892061,0.109677364
285.9666667,4.094275336,0.130632808,4.118196458,0.101088944
294.4333333,4.13041294,0.037040856,4.128753215,0.089478393
304.7333333,4.119536282,0.066072878,4.126758533,0.088228894
308.8166667,4.140465381,0.009412638,4.137590029,0.063750767
317.1666667,4.136453437,0.026461518,4.139272336,0.079448533
317.5,4.11416946,0.089542373,4.121090628,0.132315115
